Código;Fundo;Data;Cota;Variação;Captação;Resgate;PL;Cotistas
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/10/2024;1,482226;-0,22%;R$ 1.065,78;R$ 44.863,23;R$ 56.310.967,07;9.803
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/10/2024;1,4855645;0,06%;R$ 1.207.963,93;R$ 31.542,80;R$ 56.481.695,63;9.800
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/10/2024;1,4846692;0,09%;R$ 38.051,40;R$ 46.993,70;R$ 55.271.941,32;9.810
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/10/2024;1,4833009;-0,04%;R$ 1.282,13;R$ 123.569,78;R$ 55.229.935,58;9.793
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/10/2024;1,4838557;0,04%;R$ 14.655,25;R$ 121.169,46;R$ 55.372.927,78;9.794
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/10/2024;1,4832697;0,07%;R$ 6.329,51;R$ 21.000,62;R$ 55.457.530,81;9.803
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/10/2024;1,4822149;0,08%;R$ 2.289,40;R$ 56.745,17;R$ 55.432.755,04;9.804
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/09/2024;1,4810083;-0,08%;R$ 596,61;R$ 33.854,78;R$ 55.442.041,70;9.808
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/09/2024;1,4822393;0,03%;R$ 519,01;R$ 359.944,75;R$ 55.521.409,68;9.804
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/09/2024;1,4817698;-0,06%;R$ 64,00;R$ 2.243,82;R$ 55.863.135,30;9.812
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/09/2024;1,4826849;0,09%;R$ 239,53;R$ 98.890,73;R$ 55.899.818,65;9.813
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/09/2024;1,481311;0,27%;R$ 192,60;R$ 312.176,46;R$ 55.946.579,10;9.822
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/09/2024;1,47725;0,03%;R$ 7.623,16;R$ 7.046,67;R$ 56.104.330,60;9.831
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/09/2024;1,4768023;-0,19%;R$ 8.855,85;R$ 30.896,79;R$ 56.086.749,87;9.830
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/09/2024;1,4795645;-0,33%;R$ 13.362,11;R$ 1.484,55;R$ 56.213.736,63;9.833
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/09/2024;1,4844703;0,10%;R$ 3.048,73;R$ 1.639,11;R$ 56.388.210,56;9.831
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/09/2024;1,4830205;0,07%;R$ 85,97;R$ 613.084,12;R$ 56.331.727,96;9.834
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/09/2024;1,4819653;-0,02%;R$ 34.256,81;R$ 33.930,78;R$ 56.904.211,06;9.857
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/09/2024;1,4822304;0,11%;R$ 214,00;R$ 145.208,67;R$ 56.914.062,79;9.848
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/09/2024;1,4806502;-0,08%;R$ 15.275,75;R$ 12.940,61;R$ 56.998.228,09;9.846
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/09/2024;1,4818049;0,09%;R$ 27,04;R$ 46.269,90;R$ 57.040.342,17;9.856
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/09/2024;1,4804003;-0,04%;R$ 8.356,25;R$ 10.244,50;R$ 57.032.472,81;9.867
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/09/2024;1,4809461;0,03%;R$ 1.523,30;R$ 537.350,74;R$ 57.055.390,40;9.884
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/09/2024;1,4804631;-0,01%;R$ 11.282,59;R$ 40.084,91;R$ 57.572.435,13;9.887
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/09/2024;1,4806353;0,11%;R$ 35.346,92;R$ 338.955,72;R$ 57.607.937,30;9.885
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/09/2024;1,4789574;0,19%;R$ 8.079,10;R$ 1.192.243,23;R$ 57.845.918,81;9.888
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/09/2024;1,4762008;-0,02%;R$ 111,10;R$ 223.975,51;R$ 58.920.056,50;9.895
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/09/2024;1,4764814;0,05%;R$ 28.186,91;R$ 61.627,44;R$ 59.155.162,89;9.908
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/08/2024;1,4757633;0,06%;R$ 1.171,00;R$ 40.561,03;R$ 59.159.817,96;9.889
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/08/2024;1,4749506;-0,11%;R$ 4.564,45;R$ 290.137,94;R$ 59.166.608,42;9.889
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/08/2024;1,4765714;-0,17%;R$ 1.102,05;R$ 488.678,31;R$ 59.517.513,15;9.892
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/08/2024;1,4790634;-0,02%;R$ 3.441,00;R$ 40.174,41;R$ 60.106.356,60;9.895
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/08/2024;1,4793739;0,07%;R$ 37.086,54;R$ 112.190,17;R$ 60.155.717,85;9.902
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/08/2024;1,478275;0,20%;R$ 5.120,00;R$ 158.553,85;R$ 60.186.080,42;9.900
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/08/2024;1,4753081;-0,05%;R$ 96,74;R$ 3.002,31;R$ 60.218.412,33;9.908
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/08/2024;1,4760582;0,07%;R$ 29,64;R$ 141.859,26;R$ 60.251.938,69;9.909
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/08/2024;1,4750112;-0,02%;R$ 4.131,00;R$ 66.037,27;R$ 60.350.930,28;9.912
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/08/2024;1,4752849;-0,06%;R$ 696,24;R$ 8.846,16;R$ 60.424.044,59;9.927
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/08/2024;1,4761428;-0,24%;R$ 73,00;R$ 111.323,56;R$ 60.467.338,69;9.929
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/08/2024;1,4796295;-0,09%;R$ 10.272,86;R$ 38.023,56;R$ 60.721.675,73;9.924
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/08/2024;1,4810269;0,06%;R$ 9.210,50;R$ 31.624,49;R$ 60.806.801,90;9.924
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/08/2024;1,4801983;0,16%;R$ 2.698,02;R$ 28.331,61;R$ 60.795.180,68;9.927
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/08/2024;1,4779069;0,02%;R$ 8.839,74;R$ 183.125,94;R$ 60.726.664,44;9.934
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/08/2024;1,4776025;0,08%;R$ 18.261,24;R$ 80.649,23;R$ 60.888.404,84;9.925
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/08/2024;1,4764528;0,03%;R$ 1.235,53;R$ 97.580,20;R$ 60.903.370,20;9.934
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/08/2024;1,4759771;0,06%;R$ 22.673,58;R$ 265.243,92;R$ 60.980.059,67;9.941
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/08/2024;1,4751216;-0,22%;R$ 38.963,50;R$ 48.860,22;R$ 61.187.144,19;9.940
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/08/2024;1,4783729;0,11%;R$ 3.409,59;R$ 280.857,81;R$ 61.331.924,47;9.936
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/08/2024;1,4767955;0,37%;R$ 1.568,24;R$ 42.707,25;R$ 61.543.636,58;9.926
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/08/2024;1,4713567;0,21%;R$ 3.403,84;R$ 22.367,05;R$ 61.357.971,50;9.929
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/07/2024;1,4682348;0,08%;R$ 452,80;R$ 727,64;R$ 61.246.707,10;9.928
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;30/07/2024;1,4671224;0,09%;R$ 1.823,43;R$ 66.530,25;R$ 61.200.575,14;9.926
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/07/2024;1,4658065;0,08%;R$ 1.136,00;R$ 7.012,25;R$ 61.210.332,68;9.935
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/07/2024;1,4647028;0,07%;R$ 20.927,00;R$ 35.815,23;R$ 61.170.116,13;9.931
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/07/2024;1,463706;-0,12%;R$ 20.876,60;R$ 27.632,85;R$ 61.143.366,28;9.926
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/07/2024;1,4654588;0,07%;R$ 37,00;R$ 539.237,66;R$ 61.223.350,05;9.925
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/07/2024;1,4644083;-0,13%;R$ 5.062,28;R$ 69.819,87;R$ 61.718.274,28;9.933
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/07/2024;1,4663257;0,07%;R$ 4.260,02;R$ 93.863,32;R$ 61.863.926,72;9.936
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/07/2024;1,4652647;-0,05%;R$ 58,32;R$ 7.258,43;R$ 61.908.702,42;9.932
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/07/2024;1,465963;-0,20%;R$ 1.837,00;R$ 49.988,14;R$ 61.945.409,74;9.938
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/07/2024;1,4688858;-0,04%;R$ 2.259,20;R$ 47.104,02;R$ 62.117.164,55;9.941
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/07/2024;1,4695093;0,09%;R$ 1.613,98;R$ 68.861,27;R$ 62.188.396,23;9.940
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/07/2024;1,4682282;-0,01%;R$ 10.966,27;R$ 171.568,31;R$ 62.201.367,17;9.951
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/07/2024;1,468415;0,06%;R$ 938,65;R$ 31.691,47;R$ 62.369.903,82;9.951
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/07/2024;1,467531;0,15%;R$ 645,81;R$ 46.245,34;R$ 62.363.090,22;9.953
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/07/2024;1,4653315;0,12%;R$ 11.979,89;R$ 94.372,70;R$ 62.315.156,84;9.962
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/07/2024;1,4635883;0,11%;R$ 127.321,01;R$ 127.024,70;R$ 62.323.318,30;9.963
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/07/2024;1,4619709;0,05%;R$ 8.369,96;R$ 174.815,22;R$ 62.254.148,84;9.972
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/07/2024;1,4612257;0,07%;R$ 36.042,09;R$ 152.991,70;R$ 62.388.777,89;9.972
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/07/2024;1,4602413;0,26%;R$ 2.551,50;R$ 44.665,42;R$ 62.463.619,49;9.968
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/07/2024;1,4564539;0,19%;R$ 9.533,37;R$ 125.191,33;R$ 62.343.611,88;9.975
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;02/07/2024;1,4537452;0,09%;R$ 73.610,10;R$ 309.545,96;R$ 62.343.110,13;9.976
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;01/07/2024;1,4524089;-0,21%;R$ 263.039,05;R$ 19.511,84;R$ 62.521.519,80;9.984
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/06/2024;1,4554757;-0,18%;R$ 15.314,38;R$ 148.255,81;R$ 62.409.495,65;9.976
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/06/2024;1,4580542;0,01%;R$ 101.735,50;R$ 6.231,29;R$ 62.653.236,84;9.984
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;26/06/2024;1,4579399;-0,03%;R$ 26.516,82;R$ 41.940,86;R$ 62.552.830,24;9.981
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;25/06/2024;1,4583969;0,09%;R$ 1.556,00;R$ 47.687,60;R$ 62.587.866,03;9.987
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/06/2024;1,457153;0,10%;R$ 850,94;R$ 157.729,75;R$ 62.580.574,97;9.990
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/06/2024;1,455739;0,14%;R$ 1.945,23;R$ 38.382,16;R$ 62.676.573,04;9.987
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/06/2024;1,4537662;0,19%;R$ 53.173,85;R$ 31.888,16;R$ 62.628.022,89;9.994
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;19/06/2024;1,451026;0,03%;R$ 687,00;R$ 72.743,77;R$ 62.488.731,36;9.998
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;18/06/2024;1,45062;-0,21%;R$ 49.841,33;R$ 47.163,71;R$ 62.543.281,06;10.001
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/06/2024;1,4536926;0,24%;R$ 19.631,51;R$ 1.233.724,00;R$ 62.673.074,17;10.012
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/06/2024;1,4501567;0,06%;R$ 26.442,79;R$ 175.491,77;R$ 63.731.769,61;10.012
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/06/2024;1,4492991;0,08%;R$ 883,25;R$ 733.398,20;R$ 63.843.041,16;10.017
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;12/06/2024;1,4481286;-0,15%;R$ 3.293,07;R$ 50.824,55;R$ 64.523.404,50;10.028
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;11/06/2024;1,4503226;0,07%;R$ 7.116,93;R$ 322.619,92;R$ 64.668.762,86;10.039
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/06/2024;1,449354;0,03%;R$ 12.609,81;R$ 11.420,22;R$ 64.940.867,19;10.054
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/06/2024;1,4489614;-0,24%;R$ 6.458,56;R$ 137.675,03;R$ 64.922.088,59;10.042
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;06/06/2024;1,4524228;0,11%;R$ 7.141,92;R$ 113.321,65;R$ 65.208.709,04;10.040
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;05/06/2024;1,4508508;-0,06%;R$ 340,00;R$ 9.635,22;R$ 65.244.197,02;10.045
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;04/06/2024;1,4516753;0,02%;R$ 36.066,20;R$ 104.175,14;R$ 65.290.574,37;10.050
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;03/06/2024;1,4513241;0,04%;R$ 27.238,27;R$ 76.757,71;R$ 65.342.872,62;10.059
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;31/05/2024;1,4507324;0,10%;R$ 7.714,71;R$ 447.344,28;R$ 65.365.731,67;10.060
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;29/05/2024;1,449242;-0,06%;R$ 5.069,20;R$ 61.643,63;R$ 65.737.757,62;10.060
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;28/05/2024;1,4501826;0,04%;R$ 410,00;R$ 195.282,68;R$ 65.837.031,70;10.064
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;27/05/2024;1,4495936;0,08%;R$ 50,32;R$ 65.749,08;R$ 66.005.086,95;10.077
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;24/05/2024;1,4484094;-0,07%;R$ 8.246,22;R$ 438.674,15;R$ 66.016.808,95;10.075
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;23/05/2024;1,4494725;0,06%;R$ 7.903,47;R$ 81.297,35;R$ 66.496.009,05;10.087
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;22/05/2024;1,448658;-0,05%;R$ 3.143,11;R$ 858.123,84;R$ 66.531.997,40;10.095
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;21/05/2024;1,4493385;0,02%;R$ 163.358,55;R$ 25.139,25;R$ 67.418.632,03;10.097
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;20/05/2024;1,4490194;-0,01%;R$ 4.750,13;R$ 24.339,82;R$ 67.265.600,11;10.107
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;17/05/2024;1,4491913;0,01%;R$ 5.597,38;R$ 88.600,37;R$ 67.293.174,31;10.104
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;16/05/2024;1,4490113;0,12%;R$ 141.416,01;R$ 668.375,91;R$ 67.367.808,32;10.105
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;15/05/2024;1,4472698;0,07%;R$ 13.750,17;R$ 10.585,32;R$ 67.813.164,75;10.107
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;14/05/2024;1,4463285;0,12%;R$ 1.312,33;R$ 452.790,35;R$ 67.765.900,42;10.110
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;13/05/2024;1,4446412;0,00%;R$ 1.719,89;R$ 90.295,43;R$ 68.137.795,18;10.136
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;10/05/2024;1,4446122;0,03%;R$ 369,56;R$ 208.060,67;R$ 68.224.998,56;10.136
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;09/05/2024;1,444197;0,22%;R$ 6.369,06;R$ 24.519,53;R$ 68.413.021,58;10.139
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;08/05/2024;1,4409896;-0,04%;R$ 594,37;R$ 74.562,69;R$ 68.279.196,54;10.136
43011;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA INFLAÇÃO CURTA;07/05/2024;1,4415006;0,05%;R$ 2.672,00;R$ 14.873,22;R$ 68.377.403,40;10.132
